id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-119,Time & Calendar,late,ዘግይቶ,zegyito,turtii,turtii,"planning, appointments, schedules",Use 'late' in time and calendar situations.,beginner,time-calendar;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-120,Time & Calendar,again,እንደገና,endegena,ammas,ammas,"planning, appointments, schedules",Use 'again' in time and calendar situations.,beginner,time-calendar;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-121,Numbers,one,አንድ,and,tokko,tokko,"prices, quantity, age, addresses, classroom learning",Use 'one' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-122,Numbers,two,ሁለት,hulet,lama,lama,"prices, quantity, age, addresses, classroom learning",Use 'two' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-123,Numbers,three,ሶስት,sost,sadii,sadii,"prices, quantity, age, addresses, classroom learning",Use 'three' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-124,Numbers,four,አራት,arat,afur,afur,"prices, quantity, age, addresses, classroom learning",Use 'four' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-125,Numbers,five,አምስት,amist,shan,shan,"prices, quantity, age, addresses, classroom learning",Use 'five' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-126,Numbers,six,ስድስት,sidist,ja'a,ja'a,"prices, quantity, age, addresses, classroom learning",Use 'six' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-127,Numbers,seven,ሰባት,sebat,torba,torba,"prices, quantity, age, addresses, classroom learning",Use 'seven' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-128,Numbers,eight,ስምንት,simint,saddeet,saddeet,"prices, quantity, age, addresses, classroom learning",Use 'eight' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-129,Numbers,nine,ዘጠኝ,zetegn,sagal,sagal,"prices, quantity, age, addresses, classroom learning",Use 'nine' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-130,Numbers,ten,አስር,asir,kudhan,kudhan,"prices, quantity, age, addresses, classroom learning",Use 'ten' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-131,Numbers,twenty,ሃያ,haya,digdama,digdama,"prices, quantity, age, addresses, classroom learning",Use 'twenty' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-132,Numbers,hundred,መቶ,meto,dhibba,dhibba,"prices, quantity, age, addresses, classroom learning",Use 'hundred' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-133,Numbers,thousand,ሺህ,shih,kuma,kuma,"prices, quantity, age, addresses, classroom learning",Use 'thousand' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-134,Numbers,first,መጀመሪያ,mejemeriya,jalqabaa,jalqabaa,"prices, quantity, age, addresses, classroom learning",Use 'first' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-135,Numbers,last,መጨረሻ,mecheresha,dhumaa,dhumaa,"prices, quantity, age, addresses, classroom learning",Use 'last' in numbers situations.,beginner,numbers;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-136,School & Learning,school,ትምህርት ቤት,timhirt bet,mana barumsaa,mana barumsaa,"students, teachers, learning tasks",Use 'school' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-137,School & Learning,book,መጽሐፍ,metsihaf,kitaaba,kitaaba,"students, teachers, learning tasks",Use 'book' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-138,School & Learning,pen,ብዕር,bir,qalama,qalama,"students, teachers, learning tasks",Use 'pen' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-139,School & Learning,paper,ወረቀት,wereket,waraqaa,waraqaa,"students, teachers, learning tasks",Use 'paper' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-140,School & Learning,lesson,ትምህርት,timhirt,barumsa,barumsa,"students, teachers, learning tasks",Use 'lesson' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-141,School & Learning,question,ጥያቄ,tiyake,gaaffii,gaaffii,"students, teachers, learning tasks",Use 'question' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-142,School & Learning,answer,መልስ,mels,deebii,deebii,"students, teachers, learning tasks",Use 'answer' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-143,School & Learning,exam,ፈተና,fetena,qormaata,qormaata,"students, teachers, learning tasks",Use 'exam' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-144,School & Learning,grade,ውጤት,wutet,bu'aa,bu'aa,"students, teachers, learning tasks",Use 'grade' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-145,School & Learning,class,ክፍል,kifil,kutaa,kutaa,"students, teachers, learning tasks",Use 'class' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-146,School & Learning,homework,የቤት ስራ,yebet sira,hojii manaa,hojii manaa,"students, teachers, learning tasks",Use 'homework' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-147,School & Learning,read,ማንበብ,manbeb,dubbisuu,dubbisuu,"students, teachers, learning tasks",Use 'read' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-148,School & Learning,write,መጻፍ,metsaf,barreessuu,barreessuu,"students, teachers, learning tasks",Use 'write' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-149,School & Learning,learn,መማር,memar,barachuu,barachuu,"students, teachers, learning tasks",Use 'learn' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-150,School & Learning,understand,መረዳት,meredat,hubachuu,hubachuu,"students, teachers, learning tasks",Use 'understand' in school and learning situations.,beginner,school-learning;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-151,Home & Objects,house,ቤት,bet,mana,mana,objects around the house and daily life,Use 'house' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-152,Home & Objects,door,በር,ber,balbala,balbala,objects around the house and daily life,Use 'door' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-153,Home & Objects,window,መስኮት,meskot,foddaa,foddaa,objects around the house and daily life,Use 'window' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-154,Home & Objects,chair,ወንበር,wenber,barcuma,barcuma,objects around the house and daily life,Use 'chair' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-155,Home & Objects,table,ጠረጴዛ,tereppeza,minjaala,minjaala,objects around the house and daily life,Use 'table' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-156,Home & Objects,phone,ስልክ,silk,bilbila,bilbila,objects around the house and daily life,Use 'phone' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-157,Home & Objects,bag,ቦርሳ,borsa,boorsaa,boorsaa,objects around the house and daily life,Use 'bag' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-158,Home & Objects,clothes,ልብስ,libs,uffata,uffata,objects around the house and daily life,Use 'clothes' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-159,Home & Objects,shoes,ጫማ,chama,kophee,kophee,objects around the house and daily life,Use 'shoes' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-160,Home & Objects,light,መብራት,mebrat,ibsaa,ibsaa,objects around the house and daily life,Use 'light' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-161,Home & Objects,water bottle,የውሃ ጠርሙስ,yewuha termus,qodaa bishaanii,qodaa bishaanii,objects around the house and daily life,Use 'water bottle' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-162,Home & Objects,soap,ሳሙና,samuna,saamunaa,saamunaa,objects around the house and daily life,Use 'soap' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-163,Home & Objects,blanket,ብርድ ልብስ,bird libs,uffata siree,uffata siree,objects around the house and daily life,Use 'blanket' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-164,Home & Objects,kitchen,ወጥ ቤት,wet bet,mana nyaataa,mana nyaataa,objects around the house and daily life,Use 'kitchen' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-165,Home & Objects,toilet,መጸዳጃ,metsedaja,mana fincaanii,mana fincaanii,objects around the house and daily life,Use 'toilet' in home and objects situations.,beginner,home-objects;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-166,Places,city,ከተማ,ketema,magaalaa,magaalaa,finding locations and understanding signs,Use 'city' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-167,Places,village,መንደር,mender,ganda,ganda,finding locations and understanding signs,Use 'village' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-168,Places,church,ቤተ ክርስቲያን,bete kiristiyan,mana kiristaanaa,mana kiristaanaa,finding locations and understanding signs,Use 'church' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-169,Places,mosque,መስጊድ,mesgid,masjiida,masjiida,finding locations and understanding signs,Use 'mosque' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-170,Places,bank,ባንክ,bank,baankii,baankii,finding locations and understanding signs,Use 'bank' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-171,Places,restaurant,ምግብ ቤት,migib bet,mana nyaataa,mana nyaataa,finding locations and understanding signs,Use 'restaurant' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-172,Places,pharmacy,መድሃኒት ቤት,medhanit bet,mana qorichaa,mana qorichaa,finding locations and understanding signs,Use 'pharmacy' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-173,Places,office,ቢሮ,biro,waajjira,waajjira,finding locations and understanding signs,Use 'office' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-174,Places,school,ትምህርት ቤት,timhirt bet,mana barumsaa,mana barumsaa,finding locations and understanding signs,Use 'school' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-175,Places,park,ፓርክ,park,paarkii,paarkii,finding locations and understanding signs,Use 'park' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-176,Places,museum,ሙዚየም,muziyam,muziyeemii,muziyeemii,finding locations and understanding signs,Use 'museum' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-177,Places,toilet,መጸዳጃ,metsedaja,mana fincaanii,mana fincaanii,finding locations and understanding signs,Use 'toilet' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-178,Places,entrance,መግቢያ,megbia,seensa,seensa,finding locations and understanding signs,Use 'entrance' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-179,Places,exit,መውጫ,mewcha,ba'uu,ba'uu,finding locations and understanding signs,Use 'exit' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-180,Places,address,አድራሻ,adrasha,teessoo,teessoo,finding locations and understanding signs,Use 'address' in places situations.,beginner,places;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-181,Technology,app,መተግበሪያ,metegberiya,appii,appii,"app UI, digital tools, scanning, translation",Use 'app' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-182,Technology,internet,ኢንተርኔት,internet,intarneetii,intarneetii,"app UI, digital tools, scanning, translation",Use 'internet' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-183,Technology,password,የይለፍ ቃል,yeyilef kal,jecha icciitii,jecha icciitii,"app UI, digital tools, scanning, translation",Use 'password' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-184,Technology,login,መግባት,megibat,seenuu,seenuu,"app UI, digital tools, scanning, translation",Use 'login' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-185,Technology,download,ማውረድ,mawred,buufachuu,buufachuu,"app UI, digital tools, scanning, translation",Use 'download' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-186,Technology,upload,መጫን,mechan,olkaa'uu,olkaa'uu,"app UI, digital tools, scanning, translation",Use 'upload' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-187,Technology,camera,ካሜራ,kamera,kaameraa,kaameraa,"app UI, digital tools, scanning, translation",Use 'camera' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-188,Technology,image,ምስል,misil,suuraa,suuraa,"app UI, digital tools, scanning, translation",Use 'image' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-189,Technology,video,ቪዲዮ,vidiyo,viidiyoo,viidiyoo,"app UI, digital tools, scanning, translation",Use 'video' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-190,Technology,audio,ድምፅ,dimts,sagalee,sagalee,"app UI, digital tools, scanning, translation",Use 'audio' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-191,Technology,text,ጽሑፍ,tsihuf,barreeffama,barreeffama,"app UI, digital tools, scanning, translation",Use 'text' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-192,Technology,translate,መተርጎም,metergom,hiikuu,hiikuu,"app UI, digital tools, scanning, translation",Use 'translate' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-193,Technology,scan,መቃኘት,mekanyet,sakaanii,sakaanii,"app UI, digital tools, scanning, translation",Use 'scan' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-194,Technology,save,ማስቀመጥ,maskemet,olkaa'uu,olkaa'uu,"app UI, digital tools, scanning, translation",Use 'save' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-195,Technology,share,ማጋራት,magarat,qooduu,qooduu,"app UI, digital tools, scanning, translation",Use 'share' in technology situations.,beginner,technology;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-196,Culture & Religion,holiday,በዓል,beal,ayyaana,ayyaana,"culture, holidays, respect, tourism explanation",Use 'holiday' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-197,Culture & Religion,culture,ባህል,bahil,aadaa,aadaa,"culture, holidays, respect, tourism explanation",Use 'culture' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-198,Culture & Religion,language,ቋንቋ,kwankwa,afaan,afaan,"culture, holidays, respect, tourism explanation",Use 'language' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-199,Culture & Religion,music,ሙዚቃ,muzika,muuziqaa,muuziqaa,"culture, holidays, respect, tourism explanation",Use 'music' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-200,Culture & Religion,dance,ዳንስ,dans,shubbisa,shubbisa,"culture, holidays, respect, tourism explanation",Use 'dance' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-201,Culture & Religion,coffee ceremony,የቡና ሥነ ስርዓት,yebuna sine sirat,sirna buna,sirna buna,"culture, holidays, respect, tourism explanation",Use 'coffee ceremony' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-202,Culture & Religion,blessing,ቡራኬ,burake,eebba,eebba,"culture, holidays, respect, tourism explanation",Use 'blessing' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-203,Culture & Religion,prayer,ጸሎት,tselot,kadhannaa,kadhannaa,"culture, holidays, respect, tourism explanation",Use 'prayer' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-204,Culture & Religion,church,ቤተ ክርስቲያን,bete kiristiyan,mana kiristaanaa,mana kiristaanaa,"culture, holidays, respect, tourism explanation",Use 'church' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-205,Culture & Religion,mosque,መስጊድ,mesgid,masjiida,masjiida,"culture, holidays, respect, tourism explanation",Use 'mosque' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-206,Culture & Religion,fasting,ጾም,tsom,sooma,sooma,"culture, holidays, respect, tourism explanation",Use 'fasting' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-207,Culture & Religion,festival,ፌስቲቫል,festival,ayyaana,ayyaana,"culture, holidays, respect, tourism explanation",Use 'festival' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-208,Culture & Religion,traditional,ባህላዊ,bahlawi,aadaa,aadaa,"culture, holidays, respect, tourism explanation",Use 'traditional' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-209,Culture & Religion,respect,ክብር,kibir,kabaja,kabaja,"culture, holidays, respect, tourism explanation",Use 'respect' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-210,Culture & Religion,elder,አዛውንት,azawint,jaarsa,jaarsa,"culture, holidays, respect, tourism explanation",Use 'elder' in culture and religion situations.,beginner,culture-religion;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-211,Nature & Animals,sun,ፀሐይ,tsehay,aduu,aduu,"children learning, rural/agriculture/tourism vocabulary",Use 'sun' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-212,Nature & Animals,rain,ዝናብ,zinab,rooba,rooba,"children learning, rural/agriculture/tourism vocabulary",Use 'rain' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-213,Nature & Animals,wind,ነፋስ,nefas,qilleensa,qilleensa,"children learning, rural/agriculture/tourism vocabulary",Use 'wind' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-214,Nature & Animals,mountain,ተራራ,terara,gaara,gaara,"children learning, rural/agriculture/tourism vocabulary",Use 'mountain' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-215,Nature & Animals,river,ወንዝ,wenz,lagaa,lagaa,"children learning, rural/agriculture/tourism vocabulary",Use 'river' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-216,Nature & Animals,lake,ሐይቅ,hayk,haroo,haroo,"children learning, rural/agriculture/tourism vocabulary",Use 'lake' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-217,Nature & Animals,tree,ዛፍ,zaf,muka,muka,"children learning, rural/agriculture/tourism vocabulary",Use 'tree' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-218,Nature & Animals,flower,አበባ,abeba,daraaraa,daraaraa,"children learning, rural/agriculture/tourism vocabulary",Use 'flower' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-219,Nature & Animals,animal,እንስሳ,insisa,bineensa,bineensa,"children learning, rural/agriculture/tourism vocabulary",Use 'animal' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-220,Nature & Animals,dog,ውሻ,wusha,saree,saree,"children learning, rural/agriculture/tourism vocabulary",Use 'dog' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-221,Nature & Animals,cat,ድመት,dimet,adurree,adurree,"children learning, rural/agriculture/tourism vocabulary",Use 'cat' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-222,Nature & Animals,cow,ላም,lam,sa'a,sa'a,"children learning, rural/agriculture/tourism vocabulary",Use 'cow' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-223,Nature & Animals,goat,ፍየል,fiyel,re'ee,re'ee,"children learning, rural/agriculture/tourism vocabulary",Use 'goat' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-224,Nature & Animals,sheep,በግ,beg,hoolaa,hoolaa,"children learning, rural/agriculture/tourism vocabulary",Use 'sheep' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-225,Nature & Animals,horse,ፈረስ,feres,farda,farda,"children learning, rural/agriculture/tourism vocabulary",Use 'horse' in nature and animals situations.,beginner,nature-animals;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-226,Colors & Descriptions,white,ነጭ,nech,adii,adii,"describing objects, clothes, places, people",Use 'white' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-227,Colors & Descriptions,black,ጥቁር,tikur,gurraacha,gurraacha,"describing objects, clothes, places, people",Use 'black' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-228,Colors & Descriptions,red,ቀይ,key,diimaa,diimaa,"describing objects, clothes, places, people",Use 'red' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-229,Colors & Descriptions,green,አረንጓዴ,arenguade,magariisa,magariisa,"describing objects, clothes, places, people",Use 'green' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-230,Colors & Descriptions,blue,ሰማያዊ,semayawi,cuquliisa,cuquliisa,"describing objects, clothes, places, people",Use 'blue' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-231,Colors & Descriptions,yellow,ቢጫ,bicha,keelloo,keelloo,"describing objects, clothes, places, people",Use 'yellow' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-232,Colors & Descriptions,big,ትልቅ,tilik,guddaa,guddaa,"describing objects, clothes, places, people",Use 'big' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-233,Colors & Descriptions,small,ትንሽ,tinish,xiqqaa,xiqqaa,"describing objects, clothes, places, people",Use 'small' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-234,Colors & Descriptions,new,አዲስ,adis,haaraa,haaraa,"describing objects, clothes, places, people",Use 'new' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-235,Colors & Descriptions,old,አሮጌ,aroge,moofaa,moofaa,"describing objects, clothes, places, people",Use 'old' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-236,Colors & Descriptions,good,ጥሩ,tiru,gaarii,gaarii,"describing objects, clothes, places, people",Use 'good' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-237,Colors & Descriptions,bad,መጥፎ,metfo,hamaa,hamaa,"describing objects, clothes, places, people",Use 'bad' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-238,Colors & Descriptions,beautiful,ቆንጆ,konjo,bareedaa,bareedaa,"describing objects, clothes, places, people",Use 'beautiful' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-239,Colors & Descriptions,clean,ንጹህ,nitsuh,qulqulluu,qulqulluu,"describing objects, clothes, places, people",Use 'clean' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-240,Colors & Descriptions,hot,ሙቅ,muk,ho'aa,ho'aa,"describing objects, clothes, places, people",Use 'hot' in colors and descriptions situations.,beginner,colors-descriptions;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-241,Common Verbs,eat,መብላት,meblat,nyaachuu,nyaachuu,building basic sentences and understanding actions,Use 'eat' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-242,Common Verbs,drink,መጠጣት,metetat,dhuguu,dhuguu,building basic sentences and understanding actions,Use 'drink' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
